genre,tconst,titleType,title,isAdult,startYear,endYear
comedy,6321075,tv_episode,Two argue.,1,2009,2023
drama,8014411,tv_episode,Civil modern.,1,1995,2020
romantic_comedy,2672155,movie,Light whether.,0,1997,2011
action,6453422,tv_episode,Find cold.,0,1970,1980
action,7910725,tv_series,Meeting finally.,0,1948,2001
fantasy,2596934,tv_episode,Wife until claim.,1,2019,2021
drama,4430779,tv_series,Certain series.,0,1946,1985
drama,1154850,tv_episode,Many strong these.,0,1931,1964
comedy,4871871,tv_episode,Research outside according.,0,1928,1957
scifi,1311559,movie,Attack any.,0,1915,1983
romantic_comedy,1256309,movie,Say cell.,1,1943,2003
action,5906836,movie,Cost north.,0,1926,1936
comedy,5732199,movie,Free camera road.,1,1938,1997
comedy,5917003,tv_series,Once any technology.,1,1924,2020
fantasy,7497453,tv_episode,Carry enough.,1,2007,2020
drama,5937754,tv_episode,Report a father.,0,1988,1995
comedy,8801659,tv_episode,Million thing.,0,1959,1974
drama,8574309,movie,Wrong.,0,1976,1988
scifi,7531617,tv_series,Maybe popular.,1,1997,2016
adventure,2523465,tv_series,Either break.,1,1979,1987
adventure,2974672,tv_episode,Reflect support.,1,2007,2020
drama,4583970,movie,Tend fly.,1,1972,2012
fantasy,2814829,tv_episode,Response small.,0,1953,1974
adventure,5103263,tv_episode,Nice fast.,0,1957,1999
fantasy,2793071,tv_episode,Able prepare.,0,2017,2020
action,9478359,tv_series,Push seat thousand.,0,2013,2020
fantasy,9052369,tv_episode,Charge.,0,2006,2016
action,2927854,movie,Quickly once.,0,2015,0
romance,8514638,movie,Position.,0,1923,1941
horror,2876235,tv_episode,Senior court look.,1,2020,2022
scifi,6672172,movie,Cultural example.,0,1977,2018
scifi,5214073,tv_episode,Store others traditional.,0,1936,1967
action,6791630,tv_episode,Civil campaign physical.,1,2007,2024
romantic_comedy,7434568,tv_series,He public real share.,1,1918,2006
romantic_comedy,8452867,tv_series,Person give dog media.,0,2020,0
horror,2543676,movie,Good.,0,1955,2017
scifi,7679787,tv_episode,Sound.,1,1913,1998
scifi,8384472,movie,Stage house create player.,0,1999,2019
romantic_comedy,4254227,tv_episode,Anything finish main.,1,1915,1977
romantic_comedy,8016844,tv_series,Could none.,0,1995,2018
adventure,3545917,tv_episode,Happen voice site.,0,1948,1984
horror,7407611,tv_series,Blood drive.,0,1988,2013
romantic_comedy,6820634,movie,Shoulder these.,1,1998,2000
scifi,6831051,tv_episode,Know rise.,1,1921,1990
horror,5764392,tv_episode,Her article.,0,1903,1907
fantasy,2064389,tv_episode,Attorney how southern.,1,1937,2003
action,8192044,tv_episode,Second issue.,1,2019,2021
romance,3916457,tv_episode,Sense final responsibility.,0,2004,2024
adventure,3164616,movie,Student safe law.,0,1940,2006
adventure,2842588,movie,Past seem court.,1,1903,1949
romance,3864350,movie,Democrat home.,0,1973,1978
adventure,6284117,tv_episode,Argue success hot.,1,1989,2016
romance,7648332,tv_series,Size first door.,0,1902,2004
fantasy,7831727,tv_episode,Prove particularly.,0,1900,1960
drama,5612381,tv_episode,Of test carry.,0,1937,1949
drama,1336688,movie,Fight.,1,2005,2007
fantasy,1875424,movie,Fire television fund.,1,1935,1976
romance,3897791,tv_episode,Laugh interest stock.,1,1959,1960
adventure,6410330,tv_episode,Nothing cold company.,1,1906,2011
comedy,1161186,tv_episode,Conference glass current.,1,1962,1964
scifi,1916848,tv_series,Billion arm.,0,2022,0
romance,3664311,movie,Feeling something be.,0,1902,2006
comedy,7060366,tv_series,Gun pretty.,1,1953,2011
romance,7912883,tv_episode,Toward work course.,0,1939,2016
romance,7053867,tv_episode,Pay increase.,0,2023,2024
drama,1683271,movie,Be later.,0,2015,2023
romance,8026950,tv_episode,Open expert hope.,1,1957,2008
romance,3781114,movie,Business turn east.,1,1927,1997
action,8600230,movie,Apply public nothing.,0,2009,0
drama,2352479,movie,Up tell.,0,1940,1970
comedy,8501713,tv_episode,Western least there.,1,1957,1983
action,2970372,tv_episode,History front.,0,1962,1993
romantic_comedy,3304115,tv_episode,At bill.,1,1932,1974
comedy,6124613,tv_episode,Court specific.,0,1988,2011
fantasy,4301145,tv_episode,Hair prevent thus.,0,2000,2001
comedy,3937371,movie,On.,1,1984,1993
adventure,7923197,tv_episode,Network.,1,1935,1993
horror,8311084,tv_episode,Huge exactly.,0,1969,2015
drama,8773573,tv_episode,Friend.,1,1980,1986
comedy,9485423,movie,Special any.,0,1976,1992
adventure,7551065,tv_episode,Wind song college story.,1,1905,1941
horror,2130515,tv_episode,Cover smile give.,0,2000,0
romance,3227390,tv_episode,Place difference return.,1,1960,2012
comedy,5561168,tv_episode,Nor audience kind.,0,1972,2013
action,9111167,movie,No drive.,0,1934,1975
romance,9844632,tv_series,Economic officer by positive.,0,1982,1984
horror,9668309,movie,Stock father.,1,1936,2005
scifi,9740805,movie,Firm down.,0,1988,1992
scifi,1715454,tv_episode,Building imagine boy.,0,1932,2005
romance,3769147,tv_episode,Make every.,1,2010,2024
comedy,3533318,tv_episode,Might.,1,1935,2024
drama,7737711,tv_episode,Thus eight explain.,1,1909,1996
scifi,4024445,tv_episode,Almost cold.,1,1976,2010
drama,4188019,tv_episode,Week receive.,0,1967,1980
comedy,3476459,tv_series,Option sit movement personal.,0,1943,1982
romantic_comedy,4122707,tv_episode,Describe by wide.,0,1966,1995
romance,7352187,tv_series,Art sense resource.,1,2020,0
romance,9323565,tv_episode,Especially road.,1,2023,2024
adventure,6620181,tv_series,Sound relate herself.,0,1987,2016
fantasy,4862057,movie,Human almost smile.,1,1934,2022
comedy,1414642,tv_episode,Radio can law.,0,1944,1958
romantic_comedy,4395225,tv_episode,Movie most owner high.,0,2016,2023
comedy,8953776,tv_episode,Old day medical.,0,1973,1983
comedy,2969512,movie,Some area.,1,1932,1976
romantic_comedy,2278093,tv_episode,Vote true.,0,1921,2001
romance,2743233,tv_episode,Inside.,1,1948,1957
adventure,9795863,movie,Fast.,0,1906,1921
comedy,8226033,tv_episode,Middle professor ability.,1,1976,2012
horror,4753643,tv_episode,Head outside white.,1,1939,2019
action,3216108,tv_episode,Say box article budget.,0,1946,1950
romance,2764210,tv_episode,Sport become.,0,1992,1999
horror,3294541,tv_series,Office.,1,1924,1961
romantic_comedy,8251887,tv_episode,Data usually.,1,1900,2014
action,4680358,tv_episode,Learn food financial hear.,0,1903,1922
comedy,8634317,tv_episode,Character stand.,1,1964,1970
horror,1268720,tv_episode,Serve market.,0,1985,2010
fantasy,6993908,tv_episode,By defense dog.,1,2004,2010
comedy,8909205,movie,Laugh behind.,1,1986,2008
romance,6043045,tv_series,Enjoy stop might.,1,2013,2014
horror,4229086,tv_series,Forget guy.,0,1941,2021
scifi,6311967,tv_episode,Certain move.,0,1944,1968
romance,1948065,tv_series,Child break onto.,0,1983,1996
drama,5728509,movie,Security return particularly.,0,1970,2006
drama,5492797,movie,Feel stop response usually.,1,1962,2013
romance,5176450,tv_episode,Five office process large.,1,1991,2019
horror,3908996,movie,Author involve.,1,1995,2004
scifi,8542664,tv_episode,Subject expect.,1,2011,2012
drama,9672704,movie,President perhaps.,0,1940,2010
scifi,2499507,tv_episode,Avoid single bank.,0,1902,1963
romantic_comedy,4958315,tv_episode,Deal travel.,1,1968,1986
romantic_comedy,8741433,tv_episode,Blue painting show.,0,1943,1991
drama,4341190,movie,Market low bill.,1,2024,0
action,1848246,movie,Camera toward lawyer.,1,1987,2013
fantasy,2861044,movie,On message site.,0,1928,2001
action,4998917,movie,Notice public.,1,1957,2003
drama,6832397,tv_episode,Want day.,0,1982,2008
drama,4661821,tv_episode,Along number.,1,2010,2016
fantasy,9291378,tv_episode,Family perform camera.,0,1905,1941
romantic_comedy,2809825,tv_episode,Far better.,1,1919,1952
horror,9711154,tv_episode,Cause nearly democratic.,1,1983,1988
horror,2006932,tv_episode,Financial news agreement.,1,1909,1987
scifi,8959983,movie,Share.,0,1978,1982
romantic_comedy,1554119,tv_episode,Science.,0,1937,2007
adventure,8380924,tv_episode,Why discover.,1,2008,2024
comedy,4584815,tv_series,Wife who want.,0,2006,2007
drama,9244998,tv_episode,Age growth huge discuss.,0,1919,1970
drama,6264971,tv_series,Week score member.,0,1970,1972
romantic_comedy,9700216,movie,Suggest north simple.,1,2012,2019
adventure,3190683,tv_episode,Evidence watch Mr.,0,1977,1983
adventure,9904941,movie,Investment.,0,1905,1980
romance,7848767,movie,Want feel.,1,1902,1911
romance,3100205,tv_episode,Arm heart.,1,1981,2003
comedy,6055590,tv_episode,Result husband follow.,0,1956,1977
romance,1757056,tv_episode,Campaign probably carry.,0,1932,2006
romantic_comedy,9970368,tv_series,Indeed often.,0,2012,2015
action,5099899,movie,Many establish.,0,2008,2016
action,7392524,tv_series,Spend.,1,1925,2002
romance,6845168,tv_episode,By identify customer.,0,1969,1984
romance,1423642,tv_series,Every than.,1,1934,2020
drama,4036224,tv_episode,Film.,0,1986,2012
adventure,2076549,tv_episode,Then half think.,1,1950,1992
adventure,5782744,tv_episode,Wonder phone.,0,1956,1977
action,1112937,movie,Part unit.,0,1995,1996
drama,3618926,tv_series,Style.,1,1986,1988
adventure,4660213,tv_episode,Herself fear clearly draw.,0,2005,2011
comedy,4301222,tv_episode,Take financial behavior.,1,1928,1972
drama,8465845,tv_series,Fine pretty.,1,1932,1942
romantic_comedy,3318306,tv_episode,Many carry.,0,1922,1943
fantasy,4260217,movie,Job identify her.,1,1904,1917
action,2703192,tv_episode,Author seek adult.,0,1910,1964
drama,8652539,tv_series,Television perhaps.,0,2010,2017
fantasy,7920847,movie,Task yet during.,1,1923,1937
romance,4462110,tv_series,Provide face since.,0,1971,1984
romance,4088934,tv_episode,Middle one.,1,1981,2008
romantic_comedy,2424683,movie,Push man.,1,1908,1922
adventure,7041811,tv_episode,Successful.,1,1933,1953
drama,8623879,tv_episode,Five risk.,0,1918,1930
comedy,3077805,tv_series,Car.,0,1967,2005
adventure,8478467,tv_episode,Plant evidence fall.,1,1914,1933
comedy,1783670,tv_series,Turn industry party.,1,1944,1984
drama,3838519,tv_episode,View positive.,1,2017,2023
drama,2620936,tv_series,Before occur.,1,2014,0
action,3098225,tv_episode,Throughout speak.,1,2016,2022
drama,9840710,tv_episode,Price customer.,0,2020,0
adventure,1088406,tv_episode,Sort past.,0,2005,2023
romance,2698076,tv_episode,Computer defense.,1,1993,0
fantasy,6508158,tv_series,Sit thus concern.,1,1987,2010
action,2788354,tv_episode,Prepare moment.,1,1969,1998
fantasy,5021919,tv_series,Hear report.,0,1955,1980
adventure,7432572,movie,Way pull.,1,1990,2021
romance,6480005,tv_series,Several network film.,1,1925,1956
adventure,3473725,tv_episode,Sister sell chair ability.,0,2002,2007
horror,9009656,tv_series,Interesting through.,1,2024,0
fantasy,4097371,tv_series,Town company.,0,2008,2022
drama,7563338,tv_episode,Raise.,1,1984,1990
action,3671277,tv_episode,Follow coach always.,0,1926,1964
horror,3849653,tv_episode,Pull front.,0,1944,1982
comedy,4367080,movie,Writer record.,0,1924,1976
horror,2487559,tv_episode,Finish office institution.,1,1937,1942
romantic_comedy,2277089,tv_series,Doctor own drop.,0,1920,1940
comedy,6135274,tv_series,Street eat money.,1,1997,2020
comedy,9279985,movie,Heavy box yes.,1,2019,2023
romance,7359840,tv_episode,Than sing save.,0,1959,1985
romantic_comedy,1746760,tv_series,Reduce.,0,1952,1981
horror,5654067,tv_episode,Red.,1,1946,1969
comedy,1042315,movie,These though almost.,1,2019,2021
scifi,9319173,tv_series,Drive real any.,1,1908,2002
horror,5669320,tv_episode,Music imagine.,0,1985,0
drama,9077470,tv_episode,Point card.,0,2016,2024
drama,6443103,tv_episode,Score expert nearly.,0,1990,2017
comedy,3318439,tv_episode,Possible.,0,1911,1996
romantic_comedy,2678148,tv_episode,Everyone short.,1,1997,2014
horror,1858986,movie,Nature book reach society.,0,1981,1996
comedy,2733058,tv_series,House.,0,1932,1935
romance,5747008,tv_series,Remember up apply.,1,1957,2008
romance,2214507,tv_episode,Water poor create.,0,2017,2024
comedy,4611416,tv_episode,For during statement myself.,0,1909,1953
horror,6251953,tv_episode,Foot hospital close.,1,1974,1976
fantasy,5982238,tv_episode,Stuff none none.,0,1966,1991
action,1021274,tv_episode,Such product.,1,1949,1961
comedy,5794807,tv_series,Send data.,1,1907,1928
horror,2592075,tv_episode,Amount without response.,0,1923,1979
scifi,4473310,movie,Court entire become.,0,1903,2019
drama,8713855,tv_episode,Activity issue natural.,0,1909,2013
comedy,7856074,tv_episode,Back lawyer adult.,1,1904,1924
horror,7488994,movie,Until drive.,1,1929,2013
fantasy,6863950,movie,Physical town.,0,2015,2024
comedy,8369220,tv_episode,Tv south.,1,1994,2004
drama,9357343,tv_episode,Several describe.,0,1912,1946
scifi,9128803,movie,Even court pressure.,1,1916,1953
romance,3766992,tv_episode,Approach around perhaps.,1,1999,2011
adventure,5142662,tv_episode,Law stuff.,0,2012,2020
fantasy,2089940,movie,Who personal.,0,1970,2000
drama,6892428,tv_series,Course man write heart.,1,1981,1993
romance,2119136,tv_episode,Least different defense.,1,2024,0
fantasy,6114988,movie,Two leg around dream.,0,1998,2023
fantasy,8228440,tv_series,Itself decision nearly.,0,1959,1987
scifi,5960576,tv_episode,Area concern.,1,1979,1981
drama,7320372,tv_episode,Respond professional.,0,1923,1991
adventure,9186858,tv_episode,Feeling speech.,1,1916,1991
fantasy,1568599,tv_series,Party risk American.,1,1947,2005
drama,3825089,tv_series,Dog organization.,0,1919,1932
romantic_comedy,9745704,tv_episode,Today development become.,1,1952,1990
scifi,4942707,movie,Year night career.,0,1909,1941
fantasy,6808786,tv_episode,Fast eye forward.,0,1969,1975
comedy,6017285,tv_episode,Firm walk.,0,1948,2008
scifi,2333232,tv_episode,Suddenly until international.,0,1993,2016
action,5950960,tv_episode,Apply public result.,1,1963,1982
adventure,3733425,tv_episode,Phone clear occur.,0,1958,1997
drama,6595738,tv_series,Interview art voice.,0,1962,1973
romance,8842806,movie,Animal law mind.,0,1998,2006
romance,7262024,tv_episode,Real task.,0,1947,1980
romantic_comedy,5890243,movie,Alone decision affect.,0,1993,2009
horror,1310163,tv_episode,Situation camera.,1,1990,2017
adventure,6915953,movie,Us act trial.,0,1941,2016
adventure,5620098,movie,Him cut.,0,1984,1996
fantasy,5127710,movie,Writer ask.,1,1996,2021
horror,6594723,tv_episode,Return agency interview.,0,2002,2003
action,4539176,tv_series,Without name offer.,0,2004,2021
adventure,4275262,tv_episode,Nor program miss.,0,1974,2001
action,6897059,tv_series,Chair fall theory.,0,1903,1908
drama,4570818,tv_episode,Meet reality hotel.,1,1950,2016
scifi,9697423,tv_series,Remember discover decision.,0,2000,0
drama,4839392,tv_episode,However dinner sell.,0,1974,1990
drama,7187370,tv_series,By agent stuff.,0,1937,2018
action,5842516,tv_series,Feel culture explain.,0,1928,1977
action,9188694,movie,Reach natural fund.,1,1949,1950
horror,9126245,movie,Season happy bring.,0,1998,2012
fantasy,8858096,tv_series,Shoulder quality.,0,1945,1999
comedy,3090419,tv_episode,Speak item way.,1,1926,1983
horror,3409314,tv_episode,Although less total.,0,1984,2018
comedy,8361780,tv_episode,Gun media medical.,1,2013,2018
drama,9693155,tv_episode,Down wife especially.,1,2006,2022
drama,1261779,tv_episode,Deep third.,0,1913,1992
adventure,4817698,tv_episode,Animal large.,0,2024,0
romantic_comedy,7134711,tv_episode,Relate stock.,1,1964,1978
romantic_comedy,2769393,tv_episode,Ball.,0,2002,2024
drama,5773700,movie,Way church popular.,0,2011,2014
drama,8186028,tv_series,Person fine.,1,1937,1969
comedy,7807990,tv_episode,Finish region.,1,1989,2008
scifi,6419694,tv_episode,Science drive authority.,0,2012,2023
romance,7555758,tv_episode,Hold degree assume.,1,2021,2023
comedy,4400403,tv_episode,College money more.,1,1940,1993
horror,5150707,tv_episode,People year actually.,0,2019,2022
drama,7778691,movie,Number boy.,0,1910,1917
scifi,9350990,movie,Age hit.,0,1902,1996
comedy,3561784,tv_series,Court least.,0,1910,1922
romance,7228179,tv_episode,Out work or.,1,2024,0
romantic_comedy,8949608,tv_episode,View type.,1,1961,2003
drama,6442206,movie,If growth enough.,0,2013,2016
scifi,8071634,tv_series,Serve third.,1,1933,1971
romantic_comedy,9561625,tv_episode,Add someone.,0,1958,2015
scifi,7328863,tv_episode,Outside.,0,1987,2004
adventure,3387080,tv_episode,Couple no room.,0,1946,1961
action,9903444,tv_series,Sometimes sport important though.,0,1907,1933
drama,7988734,tv_series,Evening.,1,2002,2023
romance,8571357,tv_series,Too economy.,0,1917,2011
drama,9735329,tv_series,Bed campaign.,0,2022,2023
scifi,8941943,movie,Different save.,0,1931,1935
comedy,1398312,tv_series,Catch main.,0,1941,1970
romance,8636268,tv_episode,Religious so manage.,1,1937,1997
action,9888343,movie,Trade left develop.,0,1963,1968
comedy,5912496,tv_episode,According.,0,1964,2018
comedy,7470871,tv_episode,Yard between half.,1,1933,1944
fantasy,5716136,movie,Business likely opportunity.,0,1915,1945
romantic_comedy,5458245,tv_series,Fight similar.,0,2003,2010
drama,2674271,tv_episode,Kind mind.,1,1989,2009
fantasy,6230539,tv_episode,Plan both.,1,1964,1976
adventure,3094796,tv_episode,Often chance southern.,0,1953,1996
action,2480254,tv_episode,Back society.,0,2015,2024
romantic_comedy,8034670,tv_series,Example least street.,1,1962,2017
romance,9407663,tv_series,Audience space instead.,0,1980,1988
drama,5828743,tv_episode,Policy.,1,1952,2017
romance,8202888,tv_series,Born issue.,1,1902,1937
scifi,1483280,tv_episode,Quickly be.,1,1979,2014
horror,1952341,tv_episode,This itself Mr.,0,2008,2020
action,4833447,tv_episode,Cost own person.,1,1965,1977
adventure,7778591,tv_series,Reach into look.,0,1934,2005
scifi,3057780,tv_episode,Prevent again simple.,0,1956,1976
romance,1552505,tv_episode,Best suddenly the five.,0,1919,2005
action,8038444,tv_episode,Crime teach remember.,0,1958,1994
horror,2374986,tv_series,During.,0,1959,1969
comedy,9274141,tv_episode,Culture fight.,1,1944,2003
romantic_comedy,7620656,tv_series,List throw mind.,0,1924,1950
comedy,2956145,movie,Receive but want.,0,1910,1943
fantasy,2901801,tv_episode,Already bill value.,1,1928,1968
adventure,7432627,tv_episode,Bank line.,1,1937,2013
drama,2907954,tv_episode,Black choose.,1,1957,1959
action,7488905,tv_series,We manage.,0,2007,2024
horror,3237736,tv_episode,Right return.,0,1907,1967
adventure,5063514,tv_series,Red hundred with.,1,1904,1922
horror,5817385,tv_episode,Past left poor situation.,0,1933,2024
romance,1035479,tv_episode,Pressure live follow.,1,1922,2007
scifi,2827833,tv_episode,True cover.,0,2012,2017
romantic_comedy,6235029,tv_episode,May collection.,0,1932,1951
romantic_comedy,9476161,tv_episode,Grow son.,1,1946,2015
adventure,2291892,movie,Quickly job now subject.,0,1926,1954
romantic_comedy,2314003,tv_episode,Car garden.,0,1936,2011
fantasy,9661651,movie,World mean.,0,1955,2024
adventure,9195988,tv_series,Central.,0,2007,2017
fantasy,7784148,movie,Available feel me.,0,1935,1965
romance,3028907,tv_series,Computer develop language.,0,1957,2013
adventure,4484607,tv_episode,Tv drop center.,1,1911,1927
horror,7806748,tv_episode,Heart she.,0,1930,2017
comedy,6460881,tv_episode,Space situation week.,0,1912,1954
fantasy,8933752,tv_episode,Fine practice.,0,1909,1998
adventure,2684505,tv_episode,Kid right.,1,2019,2023
drama,5729035,movie,Material within matter.,1,1952,1967
scifi,2385160,tv_episode,Pretty year.,0,1950,2018
fantasy,1065017,movie,Rich close build.,0,1932,1990
action,6851256,tv_episode,International government represent.,1,1999,2013
fantasy,9749348,movie,Program else with.,1,1966,2007
adventure,7946245,movie,Story test.,1,1928,1989
romance,9035413,tv_episode,Bad difficult over out.,1,2021,2023
romantic_comedy,7748870,movie,Gun resource.,1,1946,2000
fantasy,7259561,tv_series,Car daughter page.,1,1952,1956
horror,3073425,tv_episode,Down for arrive.,0,2022,2024
romance,9484007,tv_episode,Artist store.,1,2022,2024
drama,4975101,tv_episode,Laugh establish.,1,1966,2010
scifi,1013612,tv_episode,Red draw.,1,2009,2016
scifi,8456116,tv_episode,Prove color none.,0,2018,2022
action,7160257,movie,Too door.,0,1954,1995
action,6038036,movie,Evening be.,1,1937,1942
adventure,9429228,movie,Behind address.,1,1960,2003
action,6684541,tv_episode,Bag lot.,1,1952,2023
adventure,7302211,tv_episode,Recent each.,1,2007,2014
drama,5258108,tv_episode,Town school nice.,0,1984,1998
romance,5085794,tv_series,No network tough.,1,1971,0
comedy,5550432,tv_series,Day already.,0,1913,1975
romance,8659407,tv_episode,Budget laugh enough.,0,2016,2017
comedy,5156141,tv_episode,Some tree.,0,1930,1976
comedy,8674579,tv_episode,Former resource.,1,1907,2000
scifi,3642397,tv_episode,Oil throw chair.,0,1974,1995
comedy,6156390,tv_series,Wife consider statement.,0,1962,1985
horror,3201327,tv_episode,View.,1,2015,0
scifi,5628215,tv_episode,Message charge.,1,2014,2023
horror,8783319,tv_episode,Sport own.,0,1926,1978
romantic_comedy,4757345,tv_episode,Seem person human.,0,1978,1993
adventure,6252675,movie,Certainly air.,0,1900,1957
drama,7941680,tv_episode,As western car.,0,1973,1981
romantic_comedy,2611658,tv_series,Pattern several.,0,1915,1940
romance,8925568,tv_episode,Partner.,0,2023,0
action,1001096,tv_series,Though site.,0,2016,2024
drama,4538794,tv_series,Four rich view.,1,2017,2019
drama,6688350,movie,Less speak.,0,2005,2011
romantic_comedy,1991857,tv_series,Toward like trial.,0,1960,1979
scifi,5162563,tv_series,System itself democratic.,0,2010,2018
action,7427726,movie,Along ten.,1,1991,2002
fantasy,6468700,movie,Site operation represent least.,1,1967,1984
adventure,6569322,tv_series,Time seek human.,0,1975,2011
scifi,5986521,tv_episode,Others structure anything.,1,1925,2005
action,2825319,tv_episode,Environmental imagine.,0,1925,1966
drama,9734841,tv_episode,Gas friend movie.,0,1957,2018
adventure,7976334,movie,Form play lose stand.,1,2007,2012
fantasy,8673351,tv_series,Write imagine.,0,1903,1950
horror,7724810,tv_series,Base list themselves.,1,1993,1999
scifi,3728890,tv_episode,East number consumer.,0,1933,1954
action,1157535,tv_episode,Benefit Republican head race.,0,1927,1969
adventure,8547145,tv_episode,Region although prepare.,0,1953,1965
scifi,5066603,tv_episode,Allow none.,1,1999,2017
comedy,5688060,tv_episode,Fight poor individual.,0,2011,2013
horror,6125361,tv_episode,Order material.,0,1947,2015
comedy,4051373,tv_episode,Owner education.,1,1980,2003
action,7784609,tv_episode,Live often.,0,1976,2021
romantic_comedy,6567736,tv_episode,Close individual.,0,2014,2017
romance,3891904,tv_series,By book sister.,0,1915,1972
comedy,2212053,movie,Cold Congress.,0,2013,2018
fantasy,3307732,tv_series,Benefit use.,0,1907,1968
comedy,8477977,tv_series,Where ten.,0,1942,1993
fantasy,1816520,tv_episode,Head she.,1,2014,2018
romantic_comedy,6080360,tv_episode,Picture.,1,2004,2013
fantasy,3968062,tv_series,Arrive particular.,0,1906,1930
romance,4660457,tv_episode,Accept the certain.,0,1937,2016
fantasy,7010184,tv_episode,Finish bar hospital.,0,1987,2008
horror,8828858,tv_episode,Professor look.,1,1966,1989
action,8297957,movie,At wall attorney.,0,1960,1997
romantic_comedy,1487640,tv_episode,Central enjoy suggest.,0,1911,1984
drama,8440448,movie,Good half option.,1,1986,2022
romance,4619965,movie,Require walk.,1,1928,1930
scifi,8420416,tv_episode,Ever property moment.,0,1961,2017
fantasy,9879294,movie,Film sense.,1,2017,2019
romance,1463688,tv_episode,Stay.,0,1965,1992
comedy,4287822,movie,Hand ok community.,1,1915,1984
comedy,8037836,tv_series,Again likely.,0,1910,2012
comedy,7473963,tv_episode,Assume word fund control.,0,2012,2020
romantic_comedy,9067100,tv_episode,Rise appear seven.,1,1949,1981
romance,1345372,tv_series,Someone medical.,1,1997,0
adventure,8047515,tv_series,Onto culture.,0,1981,1990
drama,8363234,tv_episode,What white.,0,1920,1936
action,9963493,tv_episode,Might fact guess.,1,1987,2017
action,2663697,tv_series,Significant a after.,1,1935,1974
fantasy,5585482,tv_episode,Series all.,1,1994,2004
action,4713531,movie,Event state size.,0,1935,2011
comedy,5911338,movie,Newspaper easy.,0,1947,1957
romantic_comedy,9752225,movie,Series leave.,1,1974,2015
comedy,4183338,tv_episode,Season second second.,0,1933,2006
romance,7835775,tv_episode,Save stand.,0,2007,2020
drama,6449466,tv_episode,More cultural line.,0,1979,2005
romance,2679106,movie,Watch.,1,1906,1942
romantic_comedy,5468481,tv_episode,Read green.,1,1979,2012
comedy,9770401,tv_episode,Make attorney.,0,1912,2024
drama,4574280,tv_episode,List plant under.,0,1903,1929
scifi,4701678,tv_episode,When clearly.,1,1983,2023
fantasy,9138329,tv_episode,Future.,1,1937,2007
romance,3415951,tv_episode,Daughter specific water.,1,1980,1996
scifi,1387557,movie,Suffer north.,1,1954,2016
adventure,9028655,tv_episode,Focus actually.,0,1924,1940
adventure,2362997,tv_series,Receive.,0,1939,1995
romantic_comedy,8245549,tv_series,Several cell painting reach.,1,1925,1945
romantic_comedy,9125342,movie,Environmental people final.,1,1994,2019
comedy,7045282,movie,Shoulder consumer building child.,0,1994,1997
comedy,3402490,movie,Cultural field.,1,1917,1989
scifi,2423296,tv_series,Call somebody.,0,1913,1939
drama,2327881,tv_episode,Cost tonight.,0,1944,1954
adventure,4003700,tv_series,Weight suffer wife.,1,1996,2018
scifi,5801864,tv_episode,Hit guy.,1,1931,2015
action,6472742,tv_episode,Outside probably ready.,1,1921,1939
action,7905605,tv_episode,One student bar.,1,1986,1988
scifi,7465586,tv_series,General rise.,0,1953,1983
romance,1182857,tv_episode,Discuss board.,1,1995,2021
action,6252049,movie,Big art world.,0,1927,2000
scifi,3407585,tv_series,Week machine Mrs area.,0,1974,2001
action,5659088,movie,Avoid right street on.,1,1901,1918
scifi,2408313,tv_episode,According indicate.,0,2022,2024
comedy,4179256,tv_episode,Support us particularly.,1,1957,2012
adventure,1868814,tv_episode,Significant west.,0,1912,1961
romantic_comedy,4061924,tv_series,Standard financial too.,0,1999,2014
romance,1548231,movie,Guess agent.,1,1922,1950
action,7256841,tv_episode,Town our.,1,2012,2017
action,1995524,tv_episode,Old once.,1,1991,2006
scifi,5126861,tv_series,Rich pull once.,0,1993,1994
scifi,8871981,tv_episode,Across old.,0,1911,2006
action,4571304,movie,Campaign have series.,0,2008,2018
adventure,1709329,tv_series,Arm only behavior.,0,1991,2003
scifi,1913017,tv_episode,Shake official western.,0,1953,2019
scifi,4418446,tv_episode,Cover word chair.,0,1909,2020
action,9124000,tv_episode,One clearly main.,1,1961,1992
horror,7365100,tv_episode,Foot surface fish.,1,1995,2016
scifi,8442433,tv_episode,By trouble.,0,2010,2023
adventure,4588880,tv_series,Space today.,0,1950,1999
scifi,3109600,tv_episode,Risk ask.,1,2011,2021
romance,7175669,tv_episode,Go.,0,1907,2003
horror,8009258,tv_series,Beautiful color tough.,1,2013,2018
fantasy,1604553,movie,Claim fish.,0,1998,2012
horror,9672313,tv_episode,Though magazine.,0,2021,2022
action,4809127,movie,Design soldier.,1,2001,2007
adventure,8218103,movie,Blood dream.,0,1991,1997
romantic_comedy,7982173,movie,Stay yes usually.,1,1902,1991
adventure,3592940,tv_episode,Yet dark writer.,1,1911,2007
comedy,2912495,movie,Everybody fight stuff.,0,2023,2024
action,5239072,tv_episode,Store behavior.,1,1911,1952
comedy,6894098,tv_episode,Tv front.,1,1949,1994
scifi,1686131,tv_episode,End may our hit.,0,1991,2009
scifi,2408246,tv_episode,Five foot thus.,1,1936,1976
drama,1980684,tv_episode,Amount art.,1,1916,1927
action,1371269,tv_episode,Sometimes government family.,1,1922,1952
romance,3317164,tv_episode,Heavy key.,0,1928,1951
action,7165798,movie,No people race.,0,2012,2015
action,6695457,tv_episode,Show who adult.,1,2021,0
scifi,1801992,movie,Soon.,0,1922,1971
